course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
1448372,33594397,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2023,33594397,216631438,6.300 Problem Set 10AnswersThis problem set consists of 5 problems total (including this week's lab). Problem 1 starts on page 2. Problem 2 starts on page 4. Problem 3 starts on page 6. Problem 4 starts on page 8. Problem 5 (this week's lab) s,2023-10-31 02:30:32,10,642ce8ffccaaa372bc6bc1b09e09dc7d3187da3d,True,False,https://www.coursehero.com/file/216631438/pset10-answerspdf/,pset10-answers.pdf,1,,,,100000874095807,PrivateViperPerson932
1448372,33594397,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2023,33594397,216630607,"6.300 Problem Set 1AnswersThis problem set consists of 4 problems total (including this week's lab): Problem 1, about symmetry, starts on page 2. Problem 2, about complex numbers, starts on page 6. Problem 3, about sampling and aliasing, starts on",2023-10-31 02:30:30,18,f81df4bdd23e080086f50701107c628aec416232,True,False,https://www.coursehero.com/file/216630607/pset01-answerspdf/,pset01-answers.pdf,14,,,,100000874095807,PrivateViperPerson932
1448372,33594397,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2023,33594397,216630558,6.300 Problem Set 4AnswersThis problem set consists of 6 problems total (including the lab): Problem 1 starts on page 2. Problem 2 starts on page 4. Problem 3 starts on page 6. Problem 4 starts on page 9. Problem 5 starts on page 13. Problem,2023-10-31 02:30:31,19,f646763da3b87c3c10dcf6e536fe1bb72003ad2c,True,False,https://www.coursehero.com/file/216630558/pset04-answerspdf/,pset04-answers.pdf,4,,,,100000874095807,PrivateViperPerson932
1448372,33594397,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2023,33594397,216630553,"6.300 Problem Set 7AnswersThis problem set consists of 4 problems total. Because of the upcoming spring break, there is no lab this week (and thus norequired check-in on Friday), and this problem set comes due the Monday after the spring break (not the",2023-10-31 02:30:31,14,87497875ab66cdc81e5c75fb75a9f4e3257542ea,True,False,https://www.coursehero.com/file/216630553/pset07-answerspdf/,pset07-answers.pdf,2,,,,100000874095807,PrivateViperPerson932
1448372,1683386,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2011,1683386,60959170,"AV-261Signals and SystemsLecture No 02Avionics Engineering Department""Signals &amp; Systems Representation""Text Book : Introduction to Signal &amp; Systems by OppenheimChapter 1 Section 1-1.1, 1-5.1Instructor: Wg Cdr FaranNumber of Slides: 281 of 7Clas",2020-04-30 08:17:13,34,dc929b58d2382d79ced2f3bb39214b7cd8ff012d,False,False,https://www.coursehero.com/file/60959170/Lec03-AV261-Representing-signals-and-systemsppt/,Lec03 AV261 Representing signals and systems.ppt,2,,Slides,,100000800914307,KHANjeee123
1448372,1683386,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2011,1683386,60959157,"AV-261Signals and SystemsLecture No 07""Basic System Properties, Memorylessness,Stability, Causality""Text Book : Introduction to Signal &amp; Systems by OppenheimChapter 1 Section 1-6Instructor: Wg Cdr Faran AhmedClass: 80 ECNumber of Slides: 13Avion",2020-04-30 08:17:16,14,8431fdd682f93d31832ad8314a1fdaae0e08cc2c,False,False,https://www.coursehero.com/file/60959157/Lec07-AV261-System-Properties-1pptx/,Lec07 AV261 System Properties 1.pptx,0,,Slides,,100000800914307,KHANjeee123
1448372,1683386,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2011,1683386,60959154,"AV-261Signals and SystemsLecture No 09""Introduction to Linear Time InvariantSystems and Convolution""Text Book : Introduction to Signal &amp; Systems by OppenheimChapter 2 Section 2-1.1Instructor: Wg Cdr Dr. Israr HussainClass: 75 ECNumber of Slides: ",2020-04-30 08:17:19,14,b38d53f902d44e0d7583bab4069dbe390418be3f,False,False,https://www.coursehero.com/file/60959154/Lec09-AV261-Intro-LTI-systems-and-convolutionppt/,Lec09 AV261 Intro LTI systems and convolution.ppt,4,,Slides,,100000800914307,KHANjeee123
1448372,1683386,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2011,1683386,60959084,"AV-261Signals and SystemsLecture No 10""Discrete-Time Convolution""Text Book : Introduction to Signal &amp; Systems by OppenheimChapter 2 Section 2-1.2Instructor: Wg Cdr Faran AhmedClass: 75 ECNumber of Slides: 14Avionics Engineering Department1 of 14",2020-04-30 08:17:19,14,9e093662a6d2d2e7474dccb3a576b870f01886a7,False,False,https://www.coursehero.com/file/60959084/Lec10-AV261-Discrete-time-convolutionppt/,Lec10 AV261 Discrete time convolution.ppt,1,,Slides,,100000800914307,KHANjeee123
1448372,1683386,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2011,1683386,60959082,"AV-261Signals and SystemsLecture No 01""Introduction to Signals &amp; Systems""Text Book : Introduction to Signal &amp; Systems by OppenheimChapter 1 Section 1-1 and class notesInstructor: Wg Cdr FaranClass: 81 ECNumber of Slides: 22Avionics Engineering De",2020-04-30 08:17:10,20,d016047b0b95bae0038f292fcc811255854c1ab7,False,False,https://www.coursehero.com/file/60959082/Lec01-AV261-Intro-signals-and-systemsppt/,Lec01 AV261 Intro signals and systems.ppt,44,,Slides,,100000800914307,KHANjeee123
1448372,1683386,Signals and Systems,6.003,EECS,4295,385987,DennisFreeman,0,DennisFreeman,385987,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/1448372-EECS6003/,1105,Massachusetts Institute of Technology,1,Fall,0,2011,1683386,60958848,"AV-261Signals and SystemsLecture No 12""Flip and Slide Method of Convolution""Text Book : Introduction to Signal &amp; Systems by OppenheimChapter 2 Section 2.2Instructor: Wg Cdr Dr. Israr HussainClass: 75 ECNumber of Slides: 12Avionics Engineering Dep",2020-04-30 08:17:21,12,317b3d48ce3657004515fd185d44f010fa12784f,False,False,https://www.coursehero.com/file/60958848/Lec12-AV261-Flip-and-slide-convolutionppt/,Lec12 AV261 Flip and slide convolution.ppt,2,,Slides,,100000800914307,KHANjeee123
