course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
354799,32791344,Intro to Electrical Engineering,123,ESE,73511,139394,Westerfield,0,Westerfield,139394,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,1,Fall,1,2023,32791344,218898096,ESE123Final examConsider the diagram at right for problems 1 through 5:1. What is the equivalent resistance seen by V1?2. What is the power produced by source V1?3. Which of R1 or R2 dissipates more power?4. What voltage would SPICE calculate for no,11/21/23 0:36,5,4dcb85d2e2b49cde34f5e1753306dba868714d29,FALSE,FALSE,https://www.coursehero.com/file/218898096/final-exam-v1a-solutionpdf/,final exam v1a solution.pdf,14,,,,1.00001E+14,PresidentPolarBearMaster532,105,0.133333333,3/5/24 10:00,
354799,35465564,Intro to Electrical Engineering,123,ESE,73511,139394,Westerfield,0,Westerfield,139394,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,3,Spring,1,2024,35465564,225278868,Acceleration Lab ReportBence LukacsyPHY 133 - L07TA: Neville Joshua RajappaLab Partner: Justin WuExperiment #2: Acceleration LabExperiment Performed: 02/07/2024Report Submitted: 02/13/2024Table of Contents1 Introduction12 Theory13 Procedure,2/13/24 19:06,6,a4e98d2b989b103a74b612c73476402a1bc66dbc,FALSE,FALSE,https://www.coursehero.com/file/225278868/Acceleration-Lab-Reportpdf/,Acceleration_Lab_Report.pdf,2,,,,1.00001E+14,DukeJaguarMaster1013,21,0.095238095,3/5/24 10:00,Unrelevant (PHY 133
354799,1775085,Intro to Electrical Engineering,123,ESE,73511,139394,Westerfield,0,Westerfield,139394,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,3,Spring,1,2014,1775085,9854111,Michael SiragusaDavid WesterfeldESE 12313 May 2014Theory and Circuit Description:The timekeeping is accomplished by using the 60 Hz AC power line frequency. The helpof LEDs displays the seconds in binary. Since the amount of seconds range from 0 to ,8/25/14 22:00,7,9d8082e847a755e5bffb7719f9bb12481f523807,FALSE,FALSE,https://www.coursehero.com/file/9854111/ESE-123-Lab-Report/,ESE 123 Lab Report,309,lab,Assignment,Lab,1.00001E+14,drumplayer94,3480,0.088793103,3/5/24 10:00,
354799,9962587,Intro to Electrical Engineering,123,ESE,73511,139394,Westerfield,0,Westerfield,139394,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,3,Spring,1,2018,9962587,10085559,"ESE 123 Digital ClockMicrocontroller and Code DescriptionStony Brook UniversityAnthony TricarichiApril 30, 20101PrefaceThe purpose of this document is to give you a good understanding of the assembly code and the hardware used in our project this y",10/9/14 19:46,34,3fc39d343de8ca9f24775dbe60dfd02036098d9f,TRUE,FALSE,https://www.coursehero.com/file/10085559/Digiclock/,Digiclock,284,notes,Notes,Notes,1.00001E+14,gegrem,3435,0.082678311,3/5/24 10:00,
354799,4348884,Introduction to Electrical and Computer Engineering,123,ESE,73511,779614,DavidWesterfeld,0,DavidWesterfeld,779614,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,1,Fall,1,2014,4348884,11050426,"Features High Performance, Low Power AVR 8-Bit Microcontroller Advanced RISC Architecture 123 Powerful Instructions Most Single Clock Cycle Execution 32 x 8 General Purpose Working Registers Fully Static OperationHigh Endurance Non-volatile Memory S",2/20/15 19:21,302,95d378f9b6ad5fc99b2f9e04aadfc69b49ff0fb3,TRUE,FALSE,https://www.coursehero.com/file/11050426/ATtiny48/,ATtiny48,243,notes,Notes,Notes,1.00001E+14,MagistrateComputerHyena3073,3301,0.073614056,3/5/24 10:00,Unrelevant (product sheet
354799,1385548,intro to electrical engineering,123,ESE,73511,139394,Westerfield,0,Westerfield,139394,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,1,Fall,1,2009,1385548,5987665,"PSpice SchematicsSchematic Capture SoftwareUsers GuideCopyright 1985-2000 Cadence Design Systems, Inc. All rights reserved. Trademarks Allegro, Ambit, BuildGates, Cadence, Cadence logo, Concept, Diva, Dracula, Gate Ensemble, NC Verilog, OpenBook online",10/21/10 1:40,372,fb5aedf5de670484c7eba38d9936fbf6bb953dc6,FALSE,FALSE,https://www.coursehero.com/file/5987665/PSpice-Schematics-User-Guide-I/,PSpice - Schematics - User Guide I,265,notes,Notes,Notes,1.00001E+14,ChiefRockPenguin9545,4884,0.054258804,3/5/24 10:00,2nd rnd (4 cat
354799,3500555,Introduction to Electrical and Computer Engineering,123,ESE,73511,779742,LiGeng,0,LiGeng,779742,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,3,Spring,1,2014,3500555,178379435,"ESE 123Laboratory 5Raiyan ArianCapacitors and oscilloscopeParts list:Quantity ReferenceValueDescription1C110 FCAP CER 10UF 25V X5R RADIAL1C2470 FCAP ALUM POLY 470UF 20% 10V T/H3C3, C6, C7100 nFCAP CER 0.1UF 50V X7R RADIAL1L12R6, R13",11/15/22 19:21,9,4e9da2768a3d8cc2b0a7e7e717f54887879788cc,FALSE,FALSE,https://www.coursehero.com/file/178379435/Lab-5-3pdf/,Lab 5 (3).pdf,23,,Lab,,1.00001E+14,BrigadierWalrus2727,476,0.048319328,3/5/24 10:00,
354799,35465564,Intro to Electrical Engineering,123,ESE,73511,139394,Westerfield,0,Westerfield,139394,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,3,Spring,1,2024,35465564,225278370,"C:/Users/Analog/Desktop/sa.X/newavr-main.c#define F_CPU 20000000UL#include &lt;avr/io.h&gt;#include &lt;util/delay.h&gt;#include ""functions.h""int main (void){char hr = 0;char min = 0;char h = 12;setup();while (RTC_STATUS) {}RTC_CLKSEL = 0b00000010;RTC_PE",2/13/24 19:06,2,c90751d6e6db6b55fdd6985b6284340515289abb,FALSE,FALSE,https://www.coursehero.com/file/225278370/lab-10pdf/,lab 10.pdf,1,,,,1.00001E+14,DukeJaguarMaster1013,21,0.047619048,3/5/24 10:00,
354799,3500555,Introduction to Electrical and Computer Engineering,123,ESE,73511,779742,LiGeng,0,LiGeng,779742,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,3,Spring,1,2014,3500555,178402602,ESE 123Laboratory 1Name: _ Student ID:_1. What was the measured conductance of the resistor? Don't forget units.2. What was the corresponding resistance?3. The resistor has a nominal value of 1 ohm. What was the percent deviaPon betweenthe measured,11/15/22 21:16,11,e7af27cfc0e7400b48e6f4eb4ea9922ad3b6face,TRUE,FALSE,https://www.coursehero.com/file/178402602/ESE-123-Lab-Question-solutions-1pdf/,ESE 123 Lab Question solutions (1).pdf,20,,Other,,1.00001E+14,BrigadierWalrus2727,476,0.042016807,3/5/24 10:00,
354799,9962587,Intro to Electrical Engineering,123,ESE,73511,139394,Westerfield,0,Westerfield,139394,64,https://www.coursehero.com/sitemap/schools/64-Stony-Brook-University/courses/354799-ESE123/,64,Stony Brook University,3,Spring,1,2018,9962587,178378729,"ESE 123Laboratory 3SPICE and solderingParts list:Line number Reference ValueDescription1 J1CONN PWR JACK 2X5.5MM SOLDER2 PCB1Board3 PS1AC/DC WALL MOUNT ADAPTER 5V 10W4BAG STATIC ZIP-TOP 6x10""Objec ves:In this experiment we will: Learn to ",11/15/22 19:22,8,164dc5a5aa31c431efa1d4b03ce163c99a973488,FALSE,FALSE,https://www.coursehero.com/file/178378729/Lab-3pdf/,Lab 3.pdf,20,,Lab,,1.00001E+14,BrigadierWalrus2727,476,0.042016807,3/5/24 10:00,
