course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
9283081,33194936,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2023,33194936,222145761,"EK 125: Introduction to Programming Study Guide Introduction to Matlab Prompt - Any MATLAB command or expression can be entered and MATLABwill respond immediately with the result Identified by the symbol: ""&gt;"" or ""EDU&gt;"" Current Folder Window - Loc",2023-12-31 19:49:48,119,f1288a8f67dca55ea92299da779bd355b783255c,False,False,https://www.coursehero.com/file/222145761/EK-125-Introduction-to-Programmingpdf/,EK 125_ Introduction to Programming.pdf,0,,,,100000878670896,MagistrateMorning12812
9283081,33194936,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2023,33194936,222145599,eat SheetEK125 Exam 1Machine Learning Supplements:Ch. 2: Vectors and Matrices &gt; x = [9 10 10 9 8 7 3 10 9 8 5 10];&gt; mean(x) ans = 8.1667&gt; x = [9 10 10 9 8 7 3 10 9 8 5 10];&gt; mode(x) ans = 10&gt; median([1 4 5 9 12 33]) ans = 7 %this automatically sor,2023-12-31 19:35:59,2,2ce9c2c0ff4d1270cf21732b7fbf165020dafa19,False,False,https://www.coursehero.com/file/222145599/cheat-sheetdocxpdf/,cheat_sheet.docx.pdf,1,,,,100000878670896,MagistrateMorning12812
10467480,33087511,,103,EK,7718,1034937,NoProfessor,0,NoProfessor,1034937,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/10467480-EK103/,35,Boston University,1,Fall,0,2023,33087511,221585351,"Practice Final ExamProblem 1. You are given thatsin x =X(1)kk=0x3x5x7x2k+1=x++ .(2k + 1)!3!5!7!(a) Use the above formula to derive the Maclaurin series of cos(x2 ), indicatingyour method. Express your answer both in summation notat",2023-12-17 14:24:49,2,565c4b00d9142f73b2831b7039dcb09f70d4e0bd,True,False,https://www.coursehero.com/file/221585351/pracfepdf/,pracfe.pdf,0,,,,100000878313893,MegaPartridge3898
10467480,33087511,,103,EK,7718,1034937,NoProfessor,0,NoProfessor,1034937,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/10467480-EK103/,35,Boston University,1,Fall,0,2023,33087511,221585275,"ENG EK 103: Computational Linear Algebra, Fall 2023HOMEWORK 09Due Sunday 11/12 by 11:59pm. Uploaded at Gradescope.comThe problems refer to sections 7.xxx. of Zybooks1) Apply the two properties of linear transformations to show that the following trans",2023-12-17 14:24:49,3,ea49509eb9fea329fe614de9c8388ccd54f1462a,False,False,https://www.coursehero.com/file/221585275/F23-HW09-v0pdf/,F23_HW09_v0.pdf,0,,,,100000878313893,MegaPartridge3898
10467480,33087511,,103,EK,7718,1034937,NoProfessor,0,NoProfessor,1034937,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/10467480-EK103/,35,Boston University,1,Fall,0,2023,33087511,221585141,"ENG EK 103: Computational Linear Algebra, Fall 2023HOMEWORK 08 SOLUTIONSDue Sunday 11/5 by 11:59pm. Uploaded at Gradescope.comThe problems refer to sections 6.1, 6.2, 6.4, and 6.5 of Zybooks1)Justify your answer.2)3)4)5)",2023-12-17 14:24:50,5,3145413978c50592039f813c952b9a5e11742bda,False,False,https://www.coursehero.com/file/221585141/F23-HW08-solution-v2pdf/,F23_HW08_solution_v2.pdf,0,,,,100000878313893,MegaPartridge3898
10488700,33872710,210,210,EK,7718,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/10488700-EK210/,35,Boston University,1,Fall,0,2023,33872710,221578800,"EK210 TEAM ASSESSMENTYour responses will be kept confidential.Your section _ Your group # and project _For each team member assign a term that best describes their role on the team. You can use terms like leader,organizer, communicator, technician, co",2023-12-17 11:50:14,1,444078ec7d113fb0179576e538970b1000f444e6,False,False,https://www.coursehero.com/file/221578800/EK210-TEAM-ASSESSMENT-F23pdf/,EK210_TEAM_ASSESSMENT_F23.pdf,1,,Other,,100000833436777,balzolamateo
248926,33872751,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2023,33872751,220703056,Ehadohs&gt;/Length 1ERLnominal lengthStudent|Initials| 111trial#WgtPmeas(0z)| (0z)trial 1 | 0SS|| w22Jloss[x@#Wgt||3WgtPmeas(oz)uLsd[(0z)[Pcrit| (0z)WR/095| w9| trial 1 [0-95 |wS| trial 2 [0-95| 43trial[x||08,2023-12-07 19:02:42,1,e9dc9a68073e5023e713aa469fb5bddaae7b92c2,False,False,https://www.coursehero.com/file/220703056/F21-project-manual-PART1-Buckling100421-Page-2png/,F21_project_manual__PART1 Buckling100421_Page_2.png,0,,,,100000800873249,victoria.agc
248926,33872751,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2023,33872751,220703005,"EK301Project Assignment2.2.3CorrectingFall 2021 pg. 8measuredbuckling load for the dead-weightYou will need to ""correct"" your measurement for the dead-load of the weight of the strip. To do80, let Preqs denote the measured force applied to the top",2023-12-07 19:02:22,1,6c72d81b83ff7f0b29ffde0529366b48522fc706,False,False,https://www.coursehero.com/file/220703005/F21-project-manual-PART1-Buckling100421-Page-1png/,F21_project_manual__PART1 Buckling100421_Page_1.png,0,,,,100000800873249,victoria.agc
9283081,33194936,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2023,33194936,220692451,"ENG EK 125Chapter 5A Extra ProblemsName: Victoria Gonzalez CanalleSection: _1) Give some examples of when you would need to use a counted loop in MATLAB,and when you would not.Use counted loop when number of loops is required for theend goal.Use c",2023-12-07 18:42:57,3,b3c3c69e0465e6d1880cd30bf58914daf7bc1140,True,False,https://www.coursehero.com/file/220692451/Chapter-5A-Extra-Problemsdocx/,Chapter_5A_Extra_Problems.docx,0,,,,100000800873249,victoria.agc
9283081,33194936,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2023,33194936,220692415,"ENG EK 125Chapter 4 Extra ProblemsName: Victoria Gonzalez CanalleSection: _1. Write one assignment statement that will store logical true in a variable named""isit"" if the value of a variable ""x"" is in the range from 0 to 10, or logical false if not.",2023-12-07 18:42:11,1,90d659c2470cac96caa8528341043da6a33dcfb7,True,False,https://www.coursehero.com/file/220692415/Chapter-4-Extra-Problemsdocx/,Chapter_4_Extra_Problems.docx,1,,,,100000800873249,victoria.agc
