course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
732695,732695,,2010,CS,78569,142611,,0,,142611,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/732695-CS2010/,2382,University of Utah,1,Fall,0,2009,732695,213971632,"NAME:UID:CS 2100: Discrete StructuresHomework #3: Graph TheoryFall 20231. [6 points, lecture #8] Consider the below graph drawing.(a) Find all edges that are incident on v1 .(b) Find all vertices that are adjacent to v3 .(c) Find all loops.(d) Fi",10/6/23 23:17,12,477706ed89876112af43613f8981c098a35a4371,FALSE,FALSE,https://www.coursehero.com/file/213971632/Homework-3pdf/,Homework-3.pdf,11,assessment,Other,Assessment,1.00001E+14,EarlHedgehog3489
732706,32969637,CS 6967,6967,CS,78569,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/732706-CS6967/,2382,University of Utah,1,Fall,0,2023,32969637,213399313,"CS 6957: NLP with Neural Networks Fall 2023Mini Project 2Handed out: September 20, 2023Due date: October 4, 2023General Instructions Feel free to discuss the mini project with the instructor or the TA. Handwritten solutions will not be accepted.",10/1/23 3:56,7,a929bd21b4946376acd71a199de26c7b5d15feef,TRUE,FALSE,https://www.coursehero.com/file/213399313/CS6957-MiniProject2pdf/,CS6957_MiniProject2.pdf,0,assessment,Other,Assessment,1.00001E+14,HighnessDiscovery10847
700382,32788122,Computer Science II,2420,CS,78569,420404,Paymon,0,Paymon,420404,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/700382-CS2420/,2382,University of Utah,1,Fall,0,2023,32788122,212566051,package Midterm1;import java.util.ArrayList;import java.util.Arrays;public class WarmUpsFromSlides {public static void reverseArray(int arr) {for(int i = 0; i &lt; arr.length / 2; i+) {int temp = arr[i];arr[i] = arr[arr.length-i-1];arr[arr.length-i-1,9/21/23 15:21,1,0dcb67724982ef8c08f1b0003fa366dda0ac30a1,FALSE,FALSE,https://www.coursehero.com/file/212566051/WarmUpsFromSlidesjava/,WarmUpsFromSlides.java,0,,Other,,1.00001E+14,ConstableElement11875
360555,32746766,Intro to Object-Oriented Programming,1410,CS,78569,420413,Parker,0,Parker,420413,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/360555-CS1410/,2382,University of Utah,1,Fall,0,2023,32746766,212414211,CHEM 1210 Practice Exam 1Below is a set of old exam questions you should be able to answer correctly after workingthrough the lessons Significant Figures and Unit Conversions through Periodic Trends. You areencouraged to work on this assignment with pe,9/20/23 3:21,9,8292769f0b5f3fca8f2754b1cafb2e45f370cddd,TRUE,FALSE,https://www.coursehero.com/file/212414211/PracticeExam1pdf/,Practice+Exam+1.pdf,1,,Other,,1.00001E+14,BrigadierGuineaPig5843
17689903,27820880,,1420,CS,78569,142611,,0,,142611,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/17689903-CS1420/,2382,University of Utah,1,Fall,0,2023,27820880,212413863,Quantum BehaviorC60 gunTPP gunModels of Quantum BehaviorCalculate the wavelength ofan electron moving at 1.00% of the speed of light.a baseball moving at 105 mph.Erwin Schrdingerwave function: H E 2 d 2 V ( x) E22m dx 2 2 2 2 1 2,9/20/23 3:20,46,55a48886f8075f631a5763675d5d5deb4df05372,TRUE,FALSE,https://www.coursehero.com/file/212413863/Quantum-Theory-templatepdf/,Quantum Theory template.pdf,0,,Other,,1.00001E+14,BrigadierGuineaPig5843
360555,32746766,Intro to Object-Oriented Programming,1410,CS,78569,420413,Parker,0,Parker,420413,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/360555-CS1410/,2382,University of Utah,1,Fall,0,2023,32746766,212413850,lOMoARcPSD|30433081Review 02Accel Obj-Orient Prog (University of Utah)Studocu is not sponsored or endorsed by any college or universityDownloaded by NEAL NAVIN (neal.rovin@gmail.com)lOMoARcPSD|30433081CS 1420Review Sheet #2This worksheet is a lis,9/20/23 3:22,4,d88129cb06772cbff660743a98a2495d2a463aca,TRUE,FALSE,https://www.coursehero.com/file/212413850/review-02pdf/,review-02.pdf,0,,Other,,1.00001E+14,BrigadierGuineaPig5843
360555,32746766,Intro to Object-Oriented Programming,1410,CS,78569,420413,Parker,0,Parker,420413,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/360555-CS1410/,2382,University of Utah,1,Fall,0,2023,32746766,212413703,Chemical ElementsNuclear Components proton (p+)- mass: 1.6726  10-27 kg or 1.007276 Da- electric charge: 1.602  10-19 C or 1+- composed of 2 up quarks and 1 down quark neutron (n0)- mass: 1.6749  10-27 kg or 1.008665 Da- electric charge: 0-,9/20/23 3:19,39,f27bdbec1340d28cdc8cb6a42bf1639841d65893,TRUE,FALSE,https://www.coursehero.com/file/212413703/Atomic-Structure-templatepdf/,Atomic Structure template.pdf,0,,Other,,1.00001E+14,BrigadierGuineaPig5843
17689903,27820880,,1420,CS,78569,142611,,0,,142611,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/17689903-CS1420/,2382,University of Utah,1,Fall,0,2023,27820880,212413587,CS 1420: Accelerated Intro to Object-Oriented ProgrammingSAMPLE QUESTIONSDo not limit your studying to finding the answers to these sample questions.The following are eleven practice exam problems. Each point represents about 1 minute of examtime; the,9/20/23 3:18,5,df86b02608aa22c84935ee8b78c467c6563729cf,TRUE,FALSE,https://www.coursehero.com/file/212413587/samplepdf/,sample.pdf,0,,Other,,1.00001E+14,BrigadierGuineaPig5843
17689903,32752361,,1420,CS,78569,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/17689903-CS1420/,2382,University of Utah,1,Fall,0,2023,32752361,212413435,lOMoARcPSD|30433081Review 03Accel Obj-Orient Prog (University of Utah)Studocu is not sponsored or endorsed by any college or universityDownloaded by NEAL NAVIN (neal.rovin@gmail.com)lOMoARcPSD|30433081CS 1420Review Sheet #3This worksheet is a lis,9/20/23 3:18,5,6686d013d538c174e9f52ed58b71cd8c909df6da,TRUE,FALSE,https://www.coursehero.com/file/212413435/review-03pdf/,review-03.pdf,0,,Other,,1.00001E+14,BrigadierGuineaPig5843
8068097,32714286,Algorithms,6150,CS,78569,142611,,0,,142611,2382,,https://www.coursehero.com/sitemap/schools/2382-University-of-Utah/courses/8068097-CS6150/,2382,University of Utah,1,Fall,0,2023,32714286,212390514,"Aishwarya Asesh (u1063384)HW2CS 6150, September 29, 20161: Probability of k headsApproach: To get the solution for this problem we can use dynamic programming approach.Let Xi = random variable for the event of getting head on tossing ith coin, where ",9/19/23 21:33,5,6be2013843346f21cb7e6527fe7d0173594f6f3d,TRUE,FALSE,https://www.coursehero.com/file/212390514/CS6150-Advanced-Algorithm-Assignment-2pdf/,CS6150-Advanced-Algorithm-Assignment-2.pdf,9,,Other,,1.00001E+14,HighnessWhale3523
