course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,final_date,diff_days,avg_views
598914,10550273,,126,EECS,2775,114696,,0,,114696,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2019,10550273,29771887,"UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 2Spring 2018Self-Graded Scores Due: 5 PM, Monday, February 5, 2018Submit your self-graded scores via the Google form:https:/g",3/31/18 19:23,9,2f0ed3110803ba1c2a15335d53ce6974f44a5baa,TRUE,FALSE,https://www.coursehero.com/file/29771887/hw2-solpdf/,hw2-sol.pdf,1628,homework,Assignment,Homework Help,1.00001E+14,bearybearysleepy,3/5/24 10:00,2166,0.751615882
598914,10550273,,126,EECS,2775,114696,,0,,114696,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2019,10550273,27985722,"UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 1Spring 2018Self-Graded Scores Due: 5 PM, Monday, January 29, 2018Submit your self-graded scores via the Google form:https:/g",1/30/18 1:31,6,641e1926c8cb886f290be5704f1500a0e0fbff0a,TRUE,FALSE,https://www.coursehero.com/file/27985722/hw1-solpdf/,hw1-sol.pdf,1276,homework,Assignment,Homework Help,1.00001E+14,tanhippo,3/5/24 10:00,2226,0.573225517
598914,10550273,,126,EECS,2775,114696,,0,,114696,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2019,10550273,32989110,"UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 12Spring 2018Self-Graded Scores Due: 5 PM, Friday May 4, 2018Submit your self-graded scores via the Google form:https:/goo.gl",9/10/18 2:26,7,d3b89d7625f4a4d37b90705b96e7c83603cdd952,TRUE,FALSE,https://www.coursehero.com/file/32989110/hw12-solpdf/,hw12-sol.pdf,898,homework,Assignment,Homework Help,1.00001E+14,jaimiexs,3/5/24 10:00,2003,0.448327509
598914,10550273,,126,EECS,2775,114696,,0,,114696,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2019,10550273,32989109,"UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 11Spring 2018Self-Graded Scores Due: 5 PM, Monday April 23, 2018Submit your self-graded scores via the Google form:https:/goo",9/10/18 2:26,7,51ed39215b5faea502edb6a0bfaa4cdba54759b7,TRUE,FALSE,https://www.coursehero.com/file/32989109/hw11-solpdf/,hw11-sol.pdf,898,homework,Assignment,Homework Help,1.00001E+14,jaimiexs,3/5/24 10:00,2003,0.448327509
598914,4302986,Probability in EECS,126,EECS,2775,944149,JeanWalrand,0,JeanWalrand,944149,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",3,Spring,1,2014,4302986,81006998,"UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 2Spring 20211. Among UsIn the game of Among Us, there are 9 players. 4 of them are imposters and 5 of them arecrewmates. Ther",2/15/21 11:43,5,c1ce5daf4933a01eb34fced8e9e2d3b851efeb9f,TRUE,FALSE,https://www.coursehero.com/file/81006998/hw2-solpdf/,hw2-sol.pdf,477,,Assignment,,1.00001E+14,anonymous10704,3/5/24 10:00,1114,0.428186715
598914,10550273,,126,EECS,2775,114696,,0,,114696,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2019,10550273,29771790,"UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 8Spring 2018Self-Graded Scores Due: Monday, March 19, 2018Submit your self-graded scores via the Google form:https:/goo.gl/fo",3/31/18 19:22,8,4fc8bb7cbfefa27dc9d6c00ed86cc4daa55682db,TRUE,FALSE,https://www.coursehero.com/file/29771790/hw8-solpdf/,hw8-sol.pdf,895,homework,Assignment,Homework Help,1.00001E+14,bearybearysleepy,3/5/24 10:00,2166,0.413204063
598914,11445186,Probability in EECS,126,EECS,2775,944149,JeanWalrand,0,JeanWalrand,944149,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2019,11445186,50987290,UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 11Fall 20191. MidtermSolve all of the problems on the midterm again (including the ones you gotcorrect).Solution:See midter,11/23/19 12:43,6,9867dc58e55870bd4cb643049801e7e44dc0f153,TRUE,FALSE,https://www.coursehero.com/file/50987290/f19-hw11-solpdf/,f19-hw11-sol.pdf,621,,Test,,1.00001E+14,JeffChien123,3/5/24 10:00,1564,0.397058824
598914,10550273,,126,EECS,2775,114696,,0,,114696,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2019,10550273,29771622,"UC BerkeleyDepartment of Electrical Engineering and Computer SciencesEECS 126: Probability and Random ProcessesProblem Set 9Spring 2018Self-Graded Scores Due: Monday, March 26, 2018Submit your self-graded scores via the Google form:https:/goo.gl/fo",3/31/18 19:22,6,74ede57801fa91405410f5d20c17dc75f09dd1f3,TRUE,FALSE,https://www.coursehero.com/file/29771622/hw9-solpdf/,hw9-sol.pdf,848,homework,Assignment,Homework Help,1.00001E+14,bearybearysleepy,3/5/24 10:00,2166,0.391505078
598914,1942751,Probability in EECS,126,EECS,2775,189125,ee126,0,ee126,189125,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2013,1942751,65216855,"sketching_solApril 16, 20201Matrix SketchingAuthors: v1.0 (2019 Spring) Justin Hong, Vipul Gupta, and Kannan Ramchandran1.1IntroductionSketching is an efficient matrix computation technique from randomized linear algebra with a widerange of applic",7/16/20 17:20,8,61dc9e77711916495ebcb9bc38ae2774d9194107,TRUE,FALSE,https://www.coursehero.com/file/65216855/lab3-solpdf/,lab3-sol.pdf,455,,Notes,,1.00001E+14,JusticeKoupreyPerson2525,3/5/24 10:00,1328,0.342620482
598914,1942751,Probability in EECS,126,EECS,2775,189125,ee126,0,ee126,189125,234,https://www.coursehero.com/sitemap/schools/234-University-of-California-Berkeley/courses/598914-EECS126/,234,"University of California, Berkeley",1,Fall,1,2013,1942751,65216903,"5/3/2020pocket_planet_sol.ipynb - ColaboratoryPocket PlanetAuthors:v1.0 (2020 Spring) Alexander Khazatsky, William Gan, Kannan RamchandranIntroductionIn this lab, we'll be studying Interactive Particle Systems (IPS). IPS is a good model for understa",7/16/20 17:20,11,1809441b75d9ee1074c1cbf58ed2543728a5321b,TRUE,FALSE,https://www.coursehero.com/file/65216903/lab8-solpdf/,lab8-sol.pdf,440,,Lab,,1.00001E+14,JusticeKoupreyPerson2525,3/5/24 10:00,1328,0.331325301
