course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
25718168,25718168,,551,ESE,173819,5616,,0,,5616,1375,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/25718168-ESE551/,1375,Washington University in St Louis,1,Fall,0,2022,25718168,214115369,"ESE 551Homework 5Due date: 10/06/20231. Consider in R4 the vectors v = (0, 0, 1, 2) and w = (1, 1, 0, 0). Determine the subset W of R4 consistingof all vectors orthogonal to both v and w, and verify that it is a subspace of R4 . Let U = span(v, w),an",2023-10-08 17:03:07,1,f11a590b7200d0b44e106eec920c5d13d22baecb,False,False,https://www.coursehero.com/file/214115369/hw5pdf/,hw5.pdf,0,assessment,Other,Assessment,100000872464609,GeneralCobra3560
25718168,25718168,,551,ESE,173819,5616,,0,,5616,1375,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/25718168-ESE551/,1375,Washington University in St Louis,1,Fall,0,2022,25718168,213455557,"(14 points)NCIONEo {3 1)Let A be a linear operator on the space R? that transforms the vectorsinto the vectorsrespectively, i.e., Az; = y; for i = 1,2,3.Find the Matrix A.",2023-10-01 19:16:32,1,2b7ce9dab1342c370a4be130fc9e1bc097c18182,False,False,https://www.coursehero.com/file/213455557/Screenshot-2023-10-01-at-19-10-30-hm4pdfpng/,Screenshot 2023-10-01 at 19-10-30 hm4.pdf.png,2,,Other,,100000872464609,GeneralCobra3560
25718168,25718168,,551,ESE,173819,5616,,0,,5616,1375,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/25718168-ESE551/,1375,Washington University in St Louis,1,Fall,0,2022,25718168,213422943,"Homework 4ESE 551Due date: 09/27/20231. (50 points) Let there be the linear operator A : Rn  Rn and the inner product x, y = x y wherex  Rn and y  Rn . Assume that A is symmetric, i.e. A = A , where A is the transpose of the matrixA. Let ther",2023-10-01 11:21:31,1,fdc7afa2888c8b027e011844f516e3af2fed0e3d,True,False,https://www.coursehero.com/file/213422943/hm4pdf/,hm4.pdf,5,assessment,Other,Assessment,100000867284225,AgentRoseHeron33
644997,32845100,2020,MISC,ESE,175381,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/644997-ESEMISC/,1375,Washington University in St Louis,1,Fall,1,2023,32845100,212822983,"Boeing Methods of Measurement Performance Reviews Performance reviews are conducted annuallyand involve a feedback session between the employee and their manager to evaluate an employee's jobperformance, strengths, and areas for improvement. Training an",2023-09-24 16:30:03,2,08ac2ea88c618d34631994da20c7fda89ede52c8,False,False,https://www.coursehero.com/file/212822983/testdocx/,test.docx,0,,Other,,100000812853750,BailiffAtomRabbit6
18081371,32571290,105,105,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/18081371-ESE105/,1375,Washington University in St Louis,1,Fall,0,2023,32571290,211671383,Lab 1: Guided Practice with VectorsTable of ContentsBefore beginning this assignment .Getting started with MATLAB .An introduction to MATLAB .Instructions .Working with vectors in MATLAB .Putting it all together .111124ESE 105DUE on Friday ,2023-09-11 20:17:55,5,443f82402ada067b8496e7d1acc83b25a4fb7958,True,False,https://www.coursehero.com/file/211671383/Lab1-105pdf/,Lab1 105.pdf,0,,Other,,100000864642966,ConstableStarTurkey28
18081336,32571273,230,230,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/18081336-ESE230/,1375,Washington University in St Louis,1,Fall,1,2023,32571273,211671184,ESE 230 Lecture 01: In Class ExercisesName 1: Anthony StewartPrint all names clearlyOnly one Gradescope submission forall collaborators - add all namesShow work details.Name 2:Name 3:1. What are the 7 basic physical quantities and their SI units?,2023-09-11 20:18:05,2,d829dd392d2a6900a8d206b8fddf44595de15b37,True,False,https://www.coursehero.com/file/211671184/ICE-1pdf/,ICE 1.pdf,0,,Other,,100000864642966,ConstableStarTurkey28
18081336,32571273,230,230,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/18081336-ESE230/,1375,Washington University in St Louis,1,Fall,1,2023,32571273,211671164,ESE 230 Lecture 03: In Class ExercisesName 1: Anthony StewartName 2:Name 3:Print all names clearly.Only one Gradescope submission for allcollaborators - add all names.Show work details.1. Determine the equivalent resistances seen at terminals AB s,2023-09-11 20:17:40,3,caac55780fe9c0a5d33071ac11574cfd1b12e0a1,True,False,https://www.coursehero.com/file/211671164/ICE-3pdf/,ICE 3.pdf,0,,Other,,100000864642966,ConstableStarTurkey28
17534735,31164002,415,415,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17534735-ESE415/,1375,Washington University in St Louis,4,Summer,0,2023,31164002,207091837,"They hadx + clay ) = a how + (I-Ahly)Hence, hex, is whinexSince , hex), fix is wnvexfox = fox + hex ,Hence , fixconvex",2023-06-27 08:48:18,1,b19f932fbb8e93c911f814325f21c0752677e387,False,False,https://www.coursehero.com/file/207091837/problem-31jpg/,problem 3.1.jpg,1,,Other,,100000818039845,MasterLapwing805
17534735,31164002,415,415,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17534735-ESE415/,1375,Washington University in St Louis,4,Summer,0,2023,31164002,207091817,,2023-06-27 08:48:20,1,3e0ab1c5b1c7d1c2230671b76326405bb263063e,False,False,https://www.coursehero.com/file/207091817/Problem-4jpg/,Problem 4.jpg,2,,Other,,100000818039845,MasterLapwing805
17534735,31164002,415,415,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17534735-ESE415/,1375,Washington University in St Louis,4,Summer,0,2023,31164002,207091767,"Publem 2.() when a 20 11891:20 (1xx )him. loy ( xaxti) = too . try;grim, too .ifix) is wercity .consider the convexity , we proof by contradiction.First, we assume fix, is convex.Then fly &gt; &gt; fex &gt; + ofex ) ? (y- x ) . andthe convexity of tix ). f",2023-06-27 08:48:19,1,f787e84ec2294fba712db267bb628a4b5a5b1c63,False,False,https://www.coursehero.com/file/207091767/problem-2jpg/,problem 2.jpg,2,,Other,,100000818039845,MasterLapwing805
