course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
632148,32851534,Intro to Algorithms,101,CMPS,76079,143043,,0,,143043,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/632148-CMPS101/,395,"University of California, Santa Cruz",1,Fall,1,2023,32851534,212849118,"How To Write Words That REALLY Make You RichKyle MilliganIntroductionThe Big Message Behind This Book:Here's the single most important theme and idea for this guide:Copywriting is a language.Consider copywriting a ""professional language,"" like acco",2023-09-24 22:01:14,143,87c4f6fc0261de853fffe5d967e4beb36b9d6877,True,False,https://www.coursehero.com/file/212849118/Assignment-2pdf/,Assignment 2.pdf,0,,Other,,100000781518444,ChefReindeer918
632148,32851534,Intro to Algorithms,101,CMPS,76079,143043,,0,,143043,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/632148-CMPS101/,395,"University of California, Santa Cruz",1,Fall,1,2023,32851534,212847733,"Bill of Lading InstructionsAt uShip, we want you to have a safe shipping experience. Having proper documentation ofyour shipment is important and required for insurance claims and uShip guarantees.What is a Bill of Lading?SHIPPING CUSTOMERor SENDERA",2023-09-24 21:51:25,3,5e6b70e1b1382930466ff68327e6687fd069f047,False,False,https://www.coursehero.com/file/212847733/BOLpdf/,BOL.pdf,0,,Other,,100000781518444,ChefReindeer918
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211705170,"CS Python, Intro to CS: Homework 5def generate_even_numbers(start, end):even_numbers = [num for num in range(start, end+1) if num % 2 = 0]return even_numbers# Define the rangestart_number = 10end_number = 20# Generate and print the list of even num",2023-09-12 04:48:18,1,85b3651ab5e004aebcec9d0ced5a5db35922ff82,False,False,https://www.coursehero.com/file/211705170/Python-HW-5rtf/,Python HW 5.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211705169,"CS Python, Intro to CS: Homework 10def find_largest_element(numbers):largest = numbers[0]for num in numbers:if num &gt; largest:largest = numreturn largest# Test the largest element findernumbers_list = [12, 45, 78, 23, 56, 89, 34, 67]largest_elemen",2023-09-12 04:48:19,1,0877dab49145e25f850f3f60cab574055be0e82b,False,False,https://www.coursehero.com/file/211705169/Python-HW-10rtf/,Python HW 10.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704699,"CS Python, Intro to CS: Homework 14import randomdef guess_number():secret_number = random.randint(1, 100)attempts = 0print(""Welcome to the Guessing Game!"")print(""I have picked a random number between 1 and 100. Try to guess it."")while True:user_gu",2023-09-12 04:58:08,1,caabe06b320c4c70ac988229fbd981988df1bd5d,False,False,https://www.coursehero.com/file/211704699/Python-HW-14rtf/,Python HW 14.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704624,"CS Python, Intro to CS: Homework 11def add(x, y):return x + ydef subtract(x, y):return x - ydef multiply(x, y):return x * ydef divide(x, y):if y != 0:return x / yelse:return ""Error: Division by zero""# User input for operation and numbersopera",2023-09-12 04:55:44,2,e31bf171afdc3cb4d5c1f193bdb6658f569376ac,False,False,https://www.coursehero.com/file/211704624/Python-HW-11rtf/,Python HW 11.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704619,"CS Python, Intro to CS: Homework 13class ATM:def _init_(self, balance=0):self.balance = balancedef check_balance(self):return f""Your account balance is ${self.balance:.2f}""def deposit(self, amount):if amount &gt; 0:self.balance += amountreturn f""${a",2023-09-12 04:58:08,2,ae9a110661bba0fe056876fadfecd31a3f32e662,False,False,https://www.coursehero.com/file/211704619/Python-HW-13rtf/,Python HW 13.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704547,"CS Python, Intro to CS: Homework 12import randomdef guess_number():secret_number = random.randint(1, 100)attempts = 0print(""Welcome to the Guessing Game!"")print(""I've picked a random number between 1 and 100. Try to guess it!"")while True:user_gues",2023-09-12 04:55:43,1,708a82e90fb2033050c2099ca0db12222848aead,False,False,https://www.coursehero.com/file/211704547/Python-HW-12rtf/,Python HW 12.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704327,"CS Python, Intro to CS: Homework 4def factorial(n):if n = 0:return 1else:return n * factorial(n-1)# Test the factorial functionnumber = 5result = factorial(number)print(f""The factorial of {number} is {result}"")",2023-09-12 04:48:18,1,6d213c5a0d7af7123cd0145754671a8cb3967b82,False,False,https://www.coursehero.com/file/211704327/Python-HW-4rtf/,Python HW 4.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704308,"CS Python, Intro to CS: Homework 2def introduce():name = ""_""role = ""_""description = ""_.""hobbies = [""Learning new things"", ""Assisting users"", ""Generating creative content""]print(f""Hello, I'm {name}!"")print(f""I am an {role}."")print(description)prin",2023-09-12 04:48:18,1,ad15be14a6a4ee34e46df2a6fb1af17e62b30c0e,False,False,https://www.coursehero.com/file/211704308/Python-HW-2rtf/,Python HW 2.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704306,"CS Python, Intro to CS: Homework 3import requestsfrom bs4 import BeautifulSoup# Define the URL of the website you want to parseurl = ""https:/example.com""# Send an HTTP GET request to the URL and retrieve the page contentresponse = requests.get(url)",2023-09-12 04:48:18,2,644ba51e9a0842bdea3ae5d435386abbe83157a6,False,False,https://www.coursehero.com/file/211704306/Python-HW-3rtf/,Python HW 3.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704274,"CS Python, Intro to CS: Homework 7def is_palindrome(word):return word = word[:-1]# Test the palindrome checkertest_word = ""racecar""if is_palindrome(test_word):print(f""{test_word} is a palindrome."")else:print(f""{test_word} is not a palindrome."")",2023-09-12 04:48:18,1,9b811f69977abef4664c0762766893e7d376a830,False,False,https://www.coursehero.com/file/211704274/Python-HW-7rtf/,Python HW 7.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704264,"CS Python, Intro to CS: Homework 9def calculate_sum(numbers):total = 0for num in numbers:total += numreturn total# Test the sum calculatornumbers_list = [1, 2, 3, 4, 5]result = calculate_sum(numbers_list)print(f""The sum of the numbers in the list",2023-09-12 04:48:19,1,0aa359af11cdd08438dffdd6220cdfd0d76a4844,False,False,https://www.coursehero.com/file/211704264/Python-HW-9rtf/,Python HW 9.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704240,"CS Python, Intro to CS: Homework 8def reverse_string(input_string):return input_string[:-1]# Test the string reversal functionoriginal_string = ""Hello, World!""reversed_string = reverse_string(original_string)print(f""The reversed string is: {reversed",2023-09-12 04:48:19,1,285897a4f2ec9c38263990e072e530147a17964f,False,False,https://www.coursehero.com/file/211704240/Python-HW-8rtf/,Python HW 8.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211704178,"CS Python, Intro to CS: Homework 6def calculate_sum(numbers):total = 0for num in numbers:total += numreturn total# Test the calculate_sum functionmy_numbers = [1, 2, 3, 4, 5]result = calculate_sum(my_numbers)print(f""The sum of numbers in the list",2023-09-12 04:48:18,1,5c8e5d00f04e0005a815dda00a2d2ffee8bbb868,False,False,https://www.coursehero.com/file/211704178/Python-HW-6rtf/,Python HW 6.rtf,0,,Other,,100000803302080,rishiscup
334438,32577533,Fundamentals of Compiler Design I,104A,CMPS,10889,812574,"Mackey,W.F.",0,"Mackey,W.F.",812574,395,,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/334438-CMPS104A/,395,"University of California, Santa Cruz",1,Fall,1,2023,32577533,211700025,"CS Python, Intro to CS: Homeworkimport imaplib# Set up your email account detailsemail = 'youremail@example.com'password = 'yourpassword'server = 'imap.example.com'port = 993# Connect to the servermail = imaplib.IMAP4_SSL(server, port)# Log in to",2023-09-12 02:41:12,2,4a490d274c1ea1bbef412bcde06ed793a000770b,False,False,https://www.coursehero.com/file/211700025/Python-HW-1rtf/,Python HW 1.rtf,0,,Other,,100000803302080,rishiscup
