course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,27859319,LAB 1 REPORTFundamental Circuit Theory LawsClass: EE 101 Lab Section 4Instructors Name: S. C. PetersenDue Date: 20/ 10/ 20171Objective:In this lab we will be proving fundamental laws of the Circuit Theory using 3 differentcircuit designs so that I,1/24/18 19:37,9,c11fbc8e1fe96688a8089ba93e91bce49f789029,FALSE,FALSE,https://www.coursehero.com/file/27859319/EE101-Lab1docx/,EE101 Lab1.docx,104,lab,Lab,Lab,1.00001E+14,tzuri,2232,0.046594982,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,28516531,"Page 1Laboratory 1Fundamental Circuit Theory LawsEE 101/L Intro. To Electronic Circuits LaboratoryJoshua SpanglerProfessor Stephen PetersonDue: October 20, 2017Page 21. Introduction:In this lab we explored the basic theory and fundamental circuit",2/18/18 22:43,11,e03b561589da58b8339d10928a8b5320a6db3c2f,TRUE,FALSE,https://www.coursehero.com/file/28516531/Laboratory-1-EE101-JoshSpanglerpdf/,Laboratory 1_EE101_JoshSpangler.pdf,90,lab,Lab,Lab,1.00001E+14,jdspangl,2207,0.040779338,3/5/24 10:00,
1175609,3680423,Introduction to Electronic Circuits,101,EE,79306,812483,"Isaacson,M.S.",0,"Isaacson,M.S.",812483,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680423,32291669,"Second Order Switched RLC CircuitsIntroduction to Electronic Circuits (EE101)S. C. PetersenKodiak NorthCollaborated with Max Smalley, Max Bradley, and Collin Boblet16 November 20171IntroductionThis lab focused on voltage and current relationships ",7/29/18 18:24,7,c7d71620f158c07862569bb1df2c9a86208bd005,FALSE,FALSE,https://www.coursehero.com/file/32291669/Lab4WriteUppdf/,Lab4WriteUp.pdf,82,lab,Lab,Lab,1.00001E+14,SargentSnow3439,2046,0.040078201,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,36306782,"Midterm Exam 17th October 2018 EE101Time Limit: 1.20pm - 2.20pmStudent ID:.This is an open book exam. It has four questions. You have until 2.20pm to finish.No electronics are allowed during the midterm, pack everything into yourbackpack, put it und",12/9/18 15:54,2,ef171915b7b368b9ca5b93f1cd337674c69718c9,FALSE,FALSE,https://www.coursehero.com/file/36306782/Practice-Midterm-Exampdf/,Practice Midterm Exam.pdf,62,test_prep,Test,Test prep,1.00001E+14,Y1090357178,1913,0.032409827,3/5/24 10:00,
1175609,10173008,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",2,Winter,1,2019,10173008,38981108,Lab 3 ReportSINGLE TIME CONSTANT CIRCUITSTera Loew | EE 101 lab | 2/10/2019ObjectiveThe purpose of this lab was to analyze single time-constant circuits to understandhow capacitors and inductors work in a circuit using oscillators. We used a RC circ,3/14/19 18:41,5,026390e1e61396325811d93ce0fdb65bd2e3a4ff,FALSE,FALSE,https://www.coursehero.com/file/38981108/Lab-3-Reportdocx/,Lab 3 Report.docx,56,lab,Lab,Lab,1.00001E+14,tloew,1818,0.03080308,3/5/24 10:00,
1175609,1175609,intro to ee,101,EE,79306,230452,Other,0,Other,230452,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",2,Winter,1,2010,1175609,5797045,University of California at Santa Cruz Baskin School of EngineeringEE-70L: Introduction to Circuits Lab Laboratory 3Introduction: This experiment is the first that deals with signals (voltages and currents) that change over time. In order to generate an,2/22/10 21:04,4,55abbb42eb1ee6bfce561c085e4f05fa1f46303c,TRUE,FALSE,https://www.coursehero.com/file/5797045/Lab3/,Lab3,149,notes,Lab,Notes,1E+14,100077cgh,5125,0.029073171,3/5/24 10:00,not relevant
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,28516833,"Page 1Laboratory 2Fundamental Circuit Theory TheoremsEE 101/L Intro. To Electronic Circuits LaboratoryJoshua SpanglerProfessor Stephen PetersonDue: October 27, 20171. Introduction:Page 2In this lab we will explore three different circuit theorems",2/18/18 22:43,8,6ce91ce8d3426fe726707fc18b572f9c3256cb03,TRUE,FALSE,https://www.coursehero.com/file/28516833/Laboratory-2-EE101-JoshSpanglerdocx/,Laboratory 2_EE101_JoshSpangler.docx,64,lab,Lab,Lab,1.00001E+14,jdspangl,2207,0.028998641,3/5/24 10:00,
1175609,10173008,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",2,Winter,1,2019,10173008,48992673,,10/22/19 8:45,7,e6c65152d4541fcf6f425c8c248c21ee0377fb92,FALSE,FALSE,https://www.coursehero.com/file/48992673/EE101W19-MidtermSolutionpdf/,EE101W19_MidtermSolution.pdf,46,test_prep,Other,Test prep,1.00001E+14,kmojabi,1596,0.028822055,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,28677110,"Laboratory 1Fundamental Circuit Theory LawsYuankai WuFebruary 3, 2018Thursday 3:30-5:30Introduction:In this lab I would learn to build an electrical circuit on a breadboard using theprovided voltage source in the laboratory and several resistors. I",2/24/18 18:39,4,1348a3407e081512ed7d190ab10db31ea3fc4328,TRUE,FALSE,https://www.coursehero.com/file/28677110/ee101lab1reportpdf/,ee101lab1report.pdf,60,lab,Lab,Lab,1.00001E+14,zlin24,2201,0.027260336,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,28516475,"Spangler 1Laboratory 3Single Time Constant CircuitsEE 101/L Introduction to Electronic Circuits LaboratoryJoshua SpanglerProfessor Stephen PetersonNovember 10, 2017Spangler 21. IntroductionIn this laboratory we investigated the transient voltage ",2/18/18 22:43,6,20fe99e6b1aea053cebf307852c48712f6afadc7,FALSE,FALSE,https://www.coursehero.com/file/28516475/Laboratory-3-EE101-JoshSpanglerdocx/,Laboratory 3_EE101_JoshSpangler.docx,54,lab,Lab,Lab,1.00001E+14,jdspangl,2207,0.024467603,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,25884998,"EE- 101 Midterm (Winter '2017) , P. 1/9EE-101 Midterm (Friday February 10th, 2017)1 hr 05 minutes exam (Closed Book/No notes)Name: joluJC \QVS #A. Short Questions (50 points- 10 points each)B. Long Questions You must choose 2 out of 3.You may attemp",10/18/17 19:09,8,4da07b543e0154cbb7859873a247b6b9b940497b,FALSE,FALSE,https://www.coursehero.com/file/25884998/EE101-W17-Midterm-Solutionspdf/,EE101_W17_Midterm_Solutions.pdf,56,test_prep,Test,Test prep,1.00001E+14,JavierE6,2330,0.024034335,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,36306487,"E101 2018Practice FinalOp AmpFirst OrderPractice Problem 7.2 (p 257)(Time Constant)Second Order8.59Th and NProblem 10.55Resonance frequencyIf v(t) = cos (w0 t) where w0 is the resonant frequency, determine allindicated currents and voltages , ",12/9/18 15:54,17,41d75621747bda2307ad0ebae890ccba3121d8e3,FALSE,FALSE,https://www.coursehero.com/file/36306487/EE101PracticeFinalpdf/,EE101PracticeFinal.pdf,42,test_prep,Slides,Test prep,1.00001E+14,Y1090357178,1913,0.021955044,3/5/24 10:00,
1175609,1627735,Intro to Electronic Circuits,101,EE,79306,334824,Kang,0,Kang,334824,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2010,1627735,8039545,"An electric stove with four burners and an oven is used in preparing a meal as folloBurner 1: 20 minute: Burner 2: 35 minute:Burner 3: 15 minute: Burner 4: 25 minute:   7 '~ 2/Oven: 30 minutesIf each burner is rated at 1.2 kW and the oven at 2 kW, ",7/18/13 12:23,4,10d1ab7613bdcd23fe474858975becbdc653919e,FALSE,FALSE,https://www.coursehero.com/file/8039545/hw-10/,hw 10,78,notes,Other,Notes,1.00001E+14,shawnforest10,3883,0.020087561,3/5/24 10:00,cant read
1175609,28265855,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2023,28265855,48992482,,10/22/19 8:46,17,cd6a1715194d7d1e3c2a553b1f0912ea645ac1c1,FALSE,FALSE,https://www.coursehero.com/file/48992482/EE101W19-FinalExamSolutionpdf/,EE101W19_FinalExamSolution.pdf,31,test_prep,Other,Test prep,1.00001E+14,kmojabi,1596,0.019423559,3/5/24 10:00,
1175609,3680423,Introduction to Electronic Circuits,101,EE,79306,812483,"Isaacson,M.S.",0,"Isaacson,M.S.",812483,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680423,32291923,"Single Time Constraint CircuitsIntroduction to Electronic Circuits (EE101)S. C. PetersenKodiak NorthCollaborated with Max Smalley, Max Bradley, and Collin Boblet09 November 20171IntroductionThis lab focused on single time-constant circuits involvi",7/29/18 18:23,6,27280bb5da7e55f1ed28cf0d1d82a459e94aef32,FALSE,FALSE,https://www.coursehero.com/file/32291923/Lab3WriteUppdf/,Lab3WriteUp.pdf,39,lab,Lab,Lab,1.00001E+14,SargentSnow3439,2046,0.019061584,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,28677087,"LAB2 REPORTFundamental Circuit Theory TheremsFEBRUARY 16, 2018ZHECHENG LINEE101 LabIntroduction:In this lab, I would figure out the three theorems fundamental to the study ofcircuit theory. These three theorems are Thevenin Engineering Model, Norto",2/24/18 18:39,6,2974f4e4236bfab738a435536b9981d034b5a5b2,FALSE,FALSE,https://www.coursehero.com/file/28677087/lab2reportpdf/,lab2report.pdf,40,lab,Lab,Lab,1.00001E+14,zlin24,2201,0.018173557,3/5/24 10:00,
1175609,1627735,Intro to Electronic Circuits,101,EE,79306,334824,Kang,0,Kang,334824,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2010,1627735,8039536,,7/18/13 12:22,10,46ab2e415d976a5b48328810b6d8db9a4782faee,FALSE,FALSE,https://www.coursehero.com/file/8039536/final-solutions/,final solutions,60,notes,Other,Notes,1.00001E+14,shawnforest10,3883,0.01545197,3/5/24 10:00,cant read
1175609,3680423,Introduction to Electronic Circuits,101,EE,79306,812483,"Isaacson,M.S.",0,"Isaacson,M.S.",812483,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680423,11353815,"EE101: Introduction to Electronic CircuitsFall 2014Lecture-01IntroductionSangho Shinsshin@soe.ucsc.eduDept. of EE, UCSCOct. 6, 2014EE101-F141Instructor Sangho ShinOffice: BE-259BOffice Hour: Tuesdays 1-2pm, Thursdays 4-5pmPhone: 831-459-3475",5/6/15 16:27,27,a957f59243b07374b579efa9c5ff9bfad3d03112,FALSE,FALSE,https://www.coursehero.com/file/11353815/Lecture-1-Introduction/,Lecture 1 - Introduction,49,notes,Syllabus,Notes,1.00001E+14,slatemonkey,3226,0.015189089,3/5/24 10:00,
1175609,3680423,Introduction to Electronic Circuits,101,EE,79306,812483,"Isaacson,M.S.",0,"Isaacson,M.S.",812483,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680423,32291877,"Fundamental Circuit Theory TheoremsIntroduction to Electronic Circuits (EE101)S. C. PetersenKodiak NorthCollaborated with Max Smalley, Max Bradley, and Collin Boblet26 October 20171IntroductionIn this lab, my team and I ran experiments to verify t",7/29/18 18:23,8,d65e672489a0d992ce6b6ee8493d210dde7903b5,FALSE,FALSE,https://www.coursehero.com/file/32291877/Lab2WriteUppdf/,Lab2WriteUp.pdf,30,lab,Lab,Lab,1.00001E+14,SargentSnow3439,2046,0.014662757,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,54349833,"EE101 Final Examination, 4-7 p.m. March 20, 2018Name_ Student ID_2 pages of formulas and tables only are allowed. But, you must showall your work even when you apply formulas to get full credits.Otherwise, you will lose points.Problem 1 [10] _Proble",2/3/20 2:12,16,b808f04eff4c10cfa52dacd40b829bfb771b57dd,FALSE,FALSE,https://www.coursehero.com/file/54349833/EE101-Sp2018-Final-Examinationpdf/,EE101_Sp2018_Final Examination.pdf,21,,Test,,1.00001E+14,dchoi648,1492,0.014075067,3/5/24 10:00,
1175609,4386521,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",2,Winter,1,2015,4386521,10634104,Comparadoresconlazo de histresis.Lazo de histresis1Control de una lmpara dealumbrado pblico.Lazo de histresis2Lazo de histresis3Comparador inversor con lazode histresis y Vc=0aVut=5VVlt=-5VVc=(Vlt+Vut)/2=0VVh=Vut-Vlt=10VLazo de histresis,1/27/15 19:34,14,9e3b31dccd1893e25fadc8c0a142850cb026cd8a,FALSE,FALSE,https://www.coursehero.com/file/10634104/4-opam-comp-hist/,4    opam_comp_hist,43,notes,Other,Notes,1.00001E+14,DrRockHare1846,3325,0.012932331,3/5/24 10:00,
1175609,1787735,intro to ee,101,EE,79306,445210,kubby,0,kubby,445210,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",2,Winter,1,2014,1787735,8857706,"12/12/2013Lecture 1EE101 Winter 2014InstructorJoel Kubby (that would be me)Office: BE-249Office Hours: Tu,W, 4-5 PMPhone: (831) 459-1073E-mail: jkubby@soe.ucsc.edu112/12/2013Teaching Assistants Dan OLeary E-mail: dan@soe.ucsc.edu Mohammad Ho",2/16/14 17:34,19,f44586c1128d613edf40a2fa49feb220eca32de3,TRUE,FALSE,https://www.coursehero.com/file/8857706/Lecture-01/,Lecture 01,47,notes,Slides,Notes,1.00001E+14,hulster,3670,0.01280654,3/5/24 10:00,
1175609,3680423,Introduction to Electronic Circuits,101,EE,79306,812483,"Isaacson,M.S.",0,"Isaacson,M.S.",812483,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680423,32291907,"Fundamental Circuit Theory LawsIntroduction to Electronic Circuits (EE101)S. C. PetersenKodiak NorthCollaborated with Max Smalley, Max Bradley, and Collin Boblet19 October 2017This lab is designed to teach novice electrical engineers the basic laws ",7/29/18 18:23,2,9552ce641158b6e4bc223a853f7e2acf00cad5cf,FALSE,FALSE,https://www.coursehero.com/file/32291907/Lab1WriteUppdf/,Lab1WriteUp.pdf,25,lab,Lab,Lab,1.00001E+14,SargentSnow3439,2046,0.012218964,3/5/24 10:00,
1175609,3680425,Introduction to Electronic Circuits,101,EE,79306,812527,"Thomas,B.A.",0,"Thomas,B.A.",812527,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2014,3680425,21191262,"llttt +-rt *owgo,&gt;,1, , r )tt,ll) ,1 ,L ;Xf+) = o*+a)I.Z ti, vi- tt,Y*b tt,lo2 4,ll# rExpc""^-c-ntia-I c- o &gt; ( zv! [tF-ocwt ', ,Ao = n-g(grtl =L.t.iz'ntf\+ c-)t.-.toc-r""Lo 1r=L^ rc_r- Av= o , Y+a) l) -lb) C-^u*I Trigpnor^cJ-.,c,DY-=",3/20/17 4:46,6,a7273771408f569f52a47d647db07bea82f71356,FALSE,FALSE,https://www.coursehero.com/file/21191262/midtermstudyguide/,midtermstudyguide,29,,Other,,1.00001E+14,jwvance,2542,0.01140834,3/5/24 10:00,
1175609,1627735,Intro to Electronic Circuits,101,EE,79306,334824,Kang,0,Kang,334824,395,https://www.coursehero.com/sitemap/schools/395-University-of-California-Santa-Cruz/courses/1175609-EE101/,395,"University of California, Santa Cruz",3,Spring,1,2010,1627735,8039546,,7/18/13 12:23,5,f0b7681743a19b636d9354228ad364ad1124b5cd,FALSE,FALSE,https://www.coursehero.com/file/8039546/midterm-1-solutions/,midterm 1 solutions,44,notes,Other,Notes,1.00001E+14,shawnforest10,3883,0.011331445,3/5/24 10:00,
