course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
5149644,20262887,,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,1,Fall,1,2022,20262887,181692750,"CSE 311: Foundations of Computing IHomework 1 (due Monday, October 10th at 11:00 PM)Directions: Write up carefully argued solutions to the following problems. Each solution should be clearenough that it can explain (to someone who does not already unde",2022/12/1 21:42,4,3fee8517783407a3c232d7cc8621fca308552b55,FALSE,FALSE,https://www.coursehero.com/file/181692750/homework01pdf/,homework01.pdf,31,,Assignment,,1.00001E+14,GrandWillpower9478,460,0.067391304,3/5/24 10:00,
5149644,14358118,FOUNDAMATION OF COMPUTING,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,3,Spring,1,2020,14358118,100100094,"Homework 4: English ProofsDue date: Thursday February 4 at 11:59 PM (Seattle time, i.e. GMT-8)If you work with others (and you should!), remember to follow the collaboration policy.In general, you are graded on both the clarity and accuracy of your wor",2021/7/10 23:37,3,3b9d2855ae29ddd37096460e578ba147444740fd,FALSE,FALSE,https://www.coursehero.com/file/100100094/hw4pdf/,hw4.pdf,60,,Assignment,,1.00001E+14,ChancellorStarTrout13,969,0.061919505,3/5/24 10:00,Illegible
5149644,20262887,,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,1,Fall,1,2022,20262887,181693271,"CSE 311: Foundations of Computing IHomework 2 (due Monday, October 17th at 11:00 PM)Directions: Write up carefully argued solutions to the following problems. Each solution should be clearenough that it can explain (to someone who does not already unde",2022/12/1 21:43,6,8c008ec5f851666ae122f118bab57af4bf3434ec,FALSE,FALSE,https://www.coursehero.com/file/181693271/homework02pdf/,homework02.pdf,18,,Assignment,,1.00001E+14,GrandWillpower9478,460,0.039130435,3/5/24 10:00,2nd rnd (4 cat
5149644,14358118,FOUNDAMATION OF COMPUTING,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,3,Spring,1,2020,14358118,100100116,"Homework 2: Predicate LogicDue date: Friday January 22 at 11:59 PM (Seattle time, i.e. GMT-8)If you work with others (and you should!), remember to follow the collaboration policy.In general, you are graded on both the clarity and accuracy of your work",2021/7/10 23:37,4,96f94fb1524357f5057673df62119fec686ffeba,FALSE,FALSE,https://www.coursehero.com/file/100100116/hw2pdf/,hw2.pdf,36,,Assignment,,1.00001E+14,ChancellorStarTrout13,969,0.037151703,3/5/24 10:00,
5149644,5149644,FOUNDAMATION OF COMPUTING,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,3,Spring,1,2016,5149644,19046853,CSE 311: Foundations of Computing IPractice Final Exam SolutionsName:Sample SolutionsID #:1234567TA:Section:The BestA9INSTRUCTIONS: You have 110 minutes to complete the exam. The exam is closed book. You may not use cell phones or calculators.,2017/1/21 19:42,7,28d9f44d72f80714be5eee2131c58536e25ae2a2,TRUE,FALSE,https://www.coursehero.com/file/19046853/CSE311finalpracticesolutions/,CSE311final.practice.solutions,96,test_prep,Test,Test prep,1.00001E+14,am981,2600,0.036923077,3/5/24 10:00,
5149644,5149644,FOUNDAMATION OF COMPUTING,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,3,Spring,1,2016,5149644,23788824,CSE 311: Foundations of Computing IPractice Midterm ExamName:ID #:TA:Section:INSTRUCTIONS: You have 50 minutes to complete the exam. The exam is closed book. You may not use cell phones or calculators. All answers you want graded should be writte,2017/6/28 0:19,11,1d49065a99d258adc17563f54a55c131724bfa1c,FALSE,FALSE,https://www.coursehero.com/file/23788824/practice-midterm/,practice-midterm,87,test_prep,Test,Test prep,1.00001E+14,addaaaaaa,2442,0.035626536,3/5/24 10:00,
5149644,10369248,LOGIC,311,CSE,873427,1489140,Jacqueline Marina,0,Jacqueline Marina,1489140,153168,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,3,Spring,1,2019,10369248,40305181,"CSE 311: Foundations of Computing ILecture 1: Propositional LogicAbout CSE 311Some PerspectiveComputer Scienceand EngineeringProgrammingTheoryCSE 14xHardwareCSE 311About the CourseWe will study the theory needed for CSE:Logic:	How	can	we	",2019/4/16 19:01,50,1653cb8c1307a7c6d01a50c82d45f17b5728ee06,TRUE,FALSE,https://www.coursehero.com/file/40305181/lecture01-logicpdf/,lecture01-logic.pdf,52,notes,Slides,Notes,1.00001E+14,savaldesr12053466,1785,0.029131653,3/5/24 10:00,
5149644,5149644,FOUNDAMATION OF COMPUTING,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,3,Spring,1,2016,5149644,23788823,CSE 311: Foundations of Computing IPractice Midterm Exam SolutionsName:Sample SolutionsID #:1234567TA:Section:The BestA9INSTRUCTIONS: You have 50 minutes to complete the exam. The exam is closed book. You may not use cell phones or calculators,2017/6/28 0:19,10,be62db114efebc444d478e90df3454257b0ae044,TRUE,FALSE,https://www.coursehero.com/file/23788823/practice-midterm-soln/,practice-midterm-soln,64,test_prep,Test,Test prep,1.00001E+14,addaaaaaa,2442,0.026208026,3/5/24 10:00,
5149644,5149644,FOUNDAMATION OF COMPUTING,311,CSE,7114,97461,,0,,97461,2505,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,3,Spring,1,2016,5149644,23788822,CSE 311: Foundations of Computing IPractice Midterm ExamName:E-mail:@washington.eduTA:Section:INSTRUCTIONS: You have 50 minutes to complete the exam. The exam is closed book. You may not use cell phones or calculators. All answers you want grade,2017/6/28 0:19,11,c0ec0b37a873b9a6bcbe3f4bbe9f000169327c69,FALSE,FALSE,https://www.coursehero.com/file/23788822/practice-midterm17/,practice-midterm17,60,test_prep,Test,Test prep,1.00001E+14,addaaaaaa,2442,0.024570025,3/5/24 10:00,
5149644,10326654,LOGIC,311,CSE,873427,1489140,Jacqueline Marina,0,Jacqueline Marina,1489140,153168,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/5149644-CSE311/,2505,University of Washington,1,Fall,1,2018,10326654,39987517,"CSE311: Final Review Answers1. Break the equivalence into two implications:(p  q)  (p  q)  (p  q) (p  q)  (p  q)  ((p  q)  ((p  q) (p  q)  (p  q)2. Answers:(a) False. Take q = T, p = F .(b) True. Break the implications a",2019/4/9 0:56,29,abe33ab53b9422edb8f29658fac727e7996bd3c6,TRUE,FALSE,https://www.coursehero.com/file/39987517/311FinalSolution-spdf/,311FinalSolution s.pdf,44,test_prep,Assignment,Test prep,1.00001E+14,ddekddegool,1792,0.024553571,3/5/24 10:00,
