course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
252880,32716981,,MISC,CSE,173821,5616,,0,,5616,1375,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/252880-CSEMISC/,1375,Washington University in St Louis,1,Fall,1,2023,32716981,214352057,"ECE/CS/ME 539 Introduction to Artificial Neural NetworksPattern Classification:Data PreprocessingData FormatTabular (Tables)- Key-value pairs: Location of the data and the value of the dataSpreadsheet, csvStreams of objects- Stream of alphabe",2023-10-10 20:57:43,10,aec7382999642b46501cb933e8b881169f053a80,False,False,https://www.coursehero.com/file/214352057/PC-Datapdf/,PC_Data.pdf,0,,Other,,100000774615603,TheBlack.Canary
252880,32716981,,MISC,CSE,173821,5616,,0,,5616,1375,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/252880-CSEMISC/,1375,Washington University in St Louis,1,Fall,1,2023,32716981,214351879,ECE/CS/ME 539 Introduction to Artificial Neural NetworksPattern ClassificationPerformance MetricsPrediction and Confusion Matrixsample #LabelPredictedLabel112331425161728393102122212332210 testing samples: # class 1 ,2023-10-10 20:57:43,7,4971bef99a0344f13fb10bbfadebcdc321c48dd8,False,False,https://www.coursehero.com/file/214351879/PC-Performance-Metricspdf/,PC_Performance Metrics.pdf,0,,Other,,100000774615603,TheBlack.Canary
252880,32716981,,MISC,CSE,173821,5616,,0,,5616,1375,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/252880-CSEMISC/,1375,Washington University in St Louis,1,Fall,1,2023,32716981,214351841,"Module PC: Data PreprocessingReferences: D2L: 2.2 Data Preprocessing(https:/d2l.ai/chapter_preliminaries/pandas.html) , 5.7 Predicting House Priceson Kaggle(https:/d2l.ai/chapter_multilayer-perceptrons/kaggle-house-price.html) Jeff Heaton, Applicati",2023-10-10 20:59:14,2,de7ccd3971cc14f5919ff6eb3aafcb1d78c7441d,False,False,https://www.coursehero.com/file/214351841/Module-PC-Data-Preprocessing-ECE539-Introduction-to-Artificial-Neural-Networks-001-DHH-SU23pdf/,Module PC_ Data Preprocessing_ ECE539_ Introduction to Artificial Neural Networks (001) DHH SU23.pdf,0,,Other,,100000774615603,TheBlack.Canary
24648165,32514626,213,213,CSE,4629,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/24648165-CSE213/,1375,Washington University in St Louis,1,Fall,0,2023,32514626,214143871,"Student Name : AbigailSubject Name : Homework HelpSubject Code : ARCH3351Lecturer Name : Professor MikaylaSubmission Date : 10 April 20201.0 Introduction :It's a classic case of racism, and is a verylog story !.M.Sespecially party and, on behalf of",2023-10-08 22:14:28,16,ebdbad0aca7a670eaea24b378d7daa86bd7993ae,False,False,https://www.coursehero.com/file/214143871/ARCH3351-Homework-Help-1052docx/,ARCH3351-Homework Help-1052.docx,0,,Other,,100000873484510,EarlTeam12089
24648165,32514626,213,213,CSE,4629,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/24648165-CSE213/,1375,Washington University in St Louis,1,Fall,0,2023,32514626,214142610,"Student Name : AriahSubject Name : ReviewSubject Code : EE205Lecturer Name : Professor ImaniSubmission Date : 9 March 20201.0 Introduction :travel appear in the movieoutcome is the same. If the girl was 18, then why doesn't she get marriedI'd prob",2023-10-08 22:14:30,16,3067d77915062886eafa5e0e136957e2553b3e0f,True,False,https://www.coursehero.com/file/214142610/EE205-Review-8283docx/,EE205-Review-8283.docx,0,,Other,,100000873484510,EarlTeam12089
24648165,32514626,213,213,CSE,4629,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/24648165-CSE213/,1375,Washington University in St Louis,1,Fall,0,2023,32514626,214140940,"Student Name : CatherineSubject Name : WorksheetSubject Code : ARCH7140Lecturer Name : Professor SaigeSubmission Date : 13 June 20201.0 Introduction :rain dance &amp; = Afterglow Destroyer Dragon, ApocalypseAgdrall Agito2015group of kobolds after the",2023-10-08 22:03:30,16,a5b060e9b3ee01d45ea7685f5afde658e38ba88a,False,False,https://www.coursehero.com/file/214140940/ARCH7140-Worksheet-4445docx/,ARCH7140-Worksheet-4445.docx,0,,Other,,100000873484510,EarlTeam12089
24648165,32514626,213,213,CSE,4629,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/24648165-CSE213/,1375,Washington University in St Louis,1,Fall,0,2023,32514626,214140904,Student Name : MollySubject Name : QuizSubject Code : FASH217Lecturer Name : Professor ItzayanaSubmission Date : 21 October 20221.0 Introduction :you're actually in the right place at the right time. (I hope so) That's about alltoday when we announ,2023-10-08 22:03:29,16,91fe2efab3cf856365297559faf3869ff3a0b591,True,False,https://www.coursehero.com/file/214140904/FASH217-Quiz-4231docx/,FASH217-Quiz-4231.docx,0,,Other,,100000873484510,EarlTeam12089
252880,32716981,,MISC,CSE,173821,5616,,0,,5616,1375,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/252880-CSEMISC/,1375,Washington University in St Louis,1,Fall,1,2023,32716981,213861388,"ECE/CS/ME 539 Introduction to Artificial Neural NetworksProbability, Statistics, andInformation Theory IEmpirical Probability Models Experiments:- Throw a dice, toss a coin, ...- Each experiment has an outcome (face of coin, # on a dice, etc.)- Exp",2023-10-05 19:01:22,10,d4b8f66c3679bcdf7707ba7028a91286748616ef,False,False,https://www.coursehero.com/file/213861388/PS-ProbabilityStatistics-1pdf/,PS_ProbabilityStatistics_1.pdf,0,,Other,,100000774615603,TheBlack.Canary
252880,32716981,,MISC,CSE,173821,5616,,0,,5616,1375,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/252880-CSEMISC/,1375,Washington University in St Louis,1,Fall,1,2023,32716981,213860459,"Conferences &amp; Interview WorkshopSeptember 6, 2018Carly Berryman - Marketing ManagerJoann Sun - Associate Marketing ManagerConference PrepToday.Interview Crash CourseMarketing at General MillsMarketing at General MillsGeneral Mills' PurposeOn",2023-10-05 18:42:23,40,5e3f897e028adfc8720c52575fe1ba3a6973998d,False,False,https://www.coursehero.com/file/213860459/Olin-Conference-and-GMI-Prep-Session-090618pdf/,Olin Conference and GMI Prep Session_090618.pdf,0,,Other,,100000774615603,TheBlack.Canary
252880,32716981,,MISC,CSE,173821,5616,,0,,5616,1375,,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/252880-CSEMISC/,1375,Washington University in St Louis,1,Fall,1,2023,32716981,213860344,"1. Based on the data in the case, make a reasonable assumption for Kodak's market share in 1995if no action is taken (price or product). Using incremental break-even analysis, calculate theincremental increase in market share necessary to justify a 15% ",2023-10-05 18:42:10,2,65437d6f0ee63b52263f2f8f099b855898516160,True,False,https://www.coursehero.com/file/213860344/Eastman-Kodakdocx/,Eastman Kodak.docx,0,,Other,,100000774615603,TheBlack.Canary
