course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661391,"18-100 Fall 2021 Recitation on Crypto18-100 Introduction to Electrical and Computer EngineeringRecitation,11-29, 2021Cryptography and Data Security18-100 Introduction to Electrical and Computer Engineering1218-100 Fall 2021 Recitation on CryptoS",2023-02-23 22:49:24,9,bb5f669fac0802f9dd62b471f4ff1a1515d44437,True,False,https://www.coursehero.com/file/192661391/Recitation-11-29-Cryptopdf/,Recitation-11-29-Crypto.pdf,3,,Slides,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661354,18-100 Fall 2020 L15 Digital Communication118-100 Introduction to Electrical and Computer EngineeringLecture 15Digital Communication18-100 Introduction to Electrical and Computer EngineeringZhu &amp; Zajdel18-100 Fall 2020 L15 Digital Communication2,2023-02-23 22:49:15,53,c6406996f54b88990099745ee2247378771de070,True,False,https://www.coursehero.com/file/192661354/L15-Digital-Communication-2pdf/,L15-Digital-Communication-2.pdf,0,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661333,18-100F21 L19 Computer Network118-100 Introduction to Electrical and Computer EngineeringLecture 19Computer Network18-100 Introduction to Electrical and Computer Engineering18-100F21 L19 Computer Network2Internet Service Provider (ISP)Computer N,2023-02-23 22:49:21,75,d438c84ef243b7dda7120fc28a48837d4506ea34,True,False,https://www.coursehero.com/file/192661333/L19-Computer-Networkpptx/,L19-Computer Network.pptx,0,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661279,18-100F21 L20 Machine Learning Basics18-100 Introduction to Electrical and Computer EngineeringLecture 20Machine Learning18-100 Introduction to Electrical and Computer Engineering118-100F21 L20 Machine Learning BasicsMachine Learning: Autonomous D,2023-02-23 22:49:23,57,7ad320cb99e9c5979750bcbec4946a7429f78eef,False,False,https://www.coursehero.com/file/192661279/L20-ML-Basicspdf/,L20-ML-Basics.pdf,0,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661270,18-100 Fall 2021 L22 Cryptography118-100 Introduction to Electrical and Computer EngineeringLecture 22Cryptography and Data Security18-100 Introduction to Electrical and Computer Engineering18-100 Fall 2021 L22 Cryptography2What Is Cryptography ?,2023-02-23 22:49:23,35,29d6d922dd4f0c2c92f325c8b0c99a8e178be7f9,True,False,https://www.coursehero.com/file/192661270/L22-Crypto-Data-Security-11-23-2021-v2pptx/,L22-Crypto-Data-Security-11-23-2021-v2.pptx,0,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661268,18100F21 L18 Erasure Coding and Data Storage118-100 Introduction to Electrical and Computer EngineeringLecture 18Erasure Coding and Data Storage18-100 Introduction to Electrical and Computer EngineeringZhu &amp; Zajdel218100F21 L18 Erasure Coding and,2023-02-23 22:49:21,62,6694bdd36402bdfff24680daa4ed2adc8cf17245,False,False,https://www.coursehero.com/file/192661268/L18-ECC-and-Data-Storage-1109pdf/,L18-ECC and Data Storage-11.09.pdf,0,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661265,18-100 Fall 2021 L23 Asymmetric Crypto18-100 Introduction to Electrical and Computer EngineeringLecture 23Asymmetric Cryptography18-100 Introduction to Electrical and Computer Engineering118-100 Fall 2021 L23 Asymmetric Crypto2Problems w/ Symmetr,2023-02-23 22:49:22,38,400424d2fa068a05f2a59cfc12f13a20dc720c0e,False,False,https://www.coursehero.com/file/192661265/L23-Crypto-RSA-12-1-2021-v2pptx/,L23-Crypto-RSA-12-1-2021-v2.pptx,0,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661255,"18-100 Fall 2021 Recitation on Binary Logic118-100 Introduction to Electrical and Computer EngineeringRecitation,9-12, 2021Logic, Memory, Registers, &amp; RAM18-100 Introduction to Electrical and Computer EngineeringZhu &amp; Zajdel18-100 Fall 2021 Recit",2023-02-23 22:47:46,24,162a4569f8a0a39701e98a3647184b9a48f8c2e0,True,False,https://www.coursehero.com/file/192661255/Recitation-02-Logic-updatedpptx/,Recitation-02-Logic-updated.pptx,1,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661233,"18-100 Fall 2021 Recitation on von Neumann and CMOS118-100 Introduction to Electrical and Computer EngineeringRecitation,9-20, 2021von Neumann &amp; CMOS Transistors18-100 Introduction to Electrical and Computer EngineeringZhu &amp; Zajdel18-100 Fall 202",2023-02-23 22:47:47,27,50b0f8befddbb5db804be6ed935d90fe35991efe,False,False,https://www.coursehero.com/file/192661233/Recitation-03-vonNeumann-MOSFETpptx/,Recitation-03-vonNeumann-MOSFET.pptx,0,,,,100000829052209,xinyew
1380624,29023586,Introduction to Electrical and Computer Engineering,100,18,365378,143503,,0,,143503,1937,https://www.coursehero.com/sitemap/schools/1937-Carnegie-Mellon-University/courses/1380624-18100/,1937,Carnegie Mellon University,3,Spring,1,2023,29023586,192661228,"18-100 Introduction to ECE Fall 2021L09 Notes: Complex NumbersZajdel &amp; Zhu, Carnegie Mellon University1What is j?When finding the roots of a function in algebra class, you probably encountered an equation like this:x2 + 25 = 0x =  25Once you g",2023-02-23 22:48:43,12,6144e9fa0f00ae60021ed05ff3a95675bc61c703,True,False,https://www.coursehero.com/file/192661228/L09-Complex-Numbers-Notespdf/,L09-Complex-Numbers-Notes.pdf,0,,,,100000829052209,xinyew
