course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
13809706,33743043,Cyber Security,CYBER SECU,CS,275,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/13809706-CSCYBER-SECU/,2339,University of Texas,1,Fall,0,2023,33743043,218238169,"UNIVERSIDAD NACIONAL JOS MARA ARGUEDASFACULTAD DE INGENIERAESCUELA PROFESIONAL DE INGENIERA DE SISTEMASMONOGRAFA""Planificacin Estratgica""INTEGRANTES: Cardenas Farfan Francis Junior Diaz Huaman Eder Daniel Utani Anca Benz ZulmerDOCENTE:",2023-11-14 22:48:33,21,29d2a3de2b2197b78fccb82cede54513f9d41f45,False,False,https://www.coursehero.com/file/218238169/Monografia-planeamiento-estrategicopdf/,Monografia planeamiento estrategico.pdf,0,notes,Other,Notes,100000851188180,MasterKookaburaMaster666
13809706,33743043,Cyber Security,CYBER SECU,CS,275,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/13809706-CSCYBER-SECU/,2339,University of Texas,1,Fall,0,2023,33743043,218236941,ESCUELA PROFESIONAL DEINGENIERA DE SISTEMASIntroduccin a la Ingeniera desoftwareTaller de Ingeniera de SoftwareUnidad : ISesin: 01M.Sc. Magaly Roxana Arangena YllanesQu es la ingeniera del software? (1/4) El establecimiento y uso de pr,2023-11-14 22:26:08,26,fe357539645ed54d264d3e104dbe518d3929224b,False,False,https://www.coursehero.com/file/218236941/SESION-01-TISpdf/,SESION 01-TIS.pdf,0,assignment,Other,Assignment,100000851188180,MasterKookaburaMaster666
13809706,33743043,Cyber Security,CYBER SECU,CS,275,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/13809706-CSCYBER-SECU/,2339,University of Texas,1,Fall,0,2023,33743043,218236888,"SISTEMA DE GESTION DESEGURIDAD INFORMATICAQSIDADNAc,3SOrguniv 3B[M.Sc. Daniel Minaya GutierrezSEGURIDAD INFORMATICADisciplina encargada de planteary disenar las normas,procedimientos, metodos y tecnicas con el fin de obtenerque un sistema de in",2023-11-14 22:25:21,14,b1ab713f8a0ea10f7c93bb3d01fa40c87d0270cc,False,False,https://www.coursehero.com/file/218236888/4-Sistema-de-gesti%C3%B3n-de-seguridad-informaticapdf/,4 - Sistema de gestin de seguridad informatica.pdf,0,lecture,Other,Lecture Slides,100000851188180,MasterKookaburaMaster666
13809706,33743043,Cyber Security,CYBER SECU,CS,275,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/13809706-CSCYBER-SECU/,2339,University of Texas,1,Fall,0,2023,33743043,218236743,"GESTIN DERIESGOM.Sc. Daniel Minaya GutirrezGESTIN DE RIESGOEs el proceso de identificar, analizar y responder a factores de riesgo a lo largode la vida de los procesos de TI y en beneficio de sus objetivos.La gestin de riesgos adecuada implica ",2023-11-14 22:25:19,18,7e15ab002b67106674da5c2ba4fa2a482ba1c0f7,False,False,https://www.coursehero.com/file/218236743/3-Gesti%C3%B3n-de-riesgopdf/,3 - Gestin de riesgo.pdf,0,,Other,,100000851188180,MasterKookaburaMaster666
13809706,33743043,Cyber Security,CYBER SECU,CS,275,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/13809706-CSCYBER-SECU/,2339,University of Texas,1,Fall,0,2023,33743043,218236716,"SEGURIDADINFORMTICAM.Sc. Daniel Minaya GutirrezEstado de ausencia de peligros y de condiciones quepuedan provocar dao fsico, psicolgico o materialen los individuos y en la sociedad en generalRama de la Ingeniera que estudia el hardware, lasr",2023-11-14 22:25:20,10,27893394c769b12384cde166775a6be82a773c1b,False,False,https://www.coursehero.com/file/218236716/1-Seguridad-informaticapdf/,1 - Seguridad informatica.pdf,0,lecture,Other,Lecture Slides,100000851188180,MasterKookaburaMaster666
11865776,32663323,Misc,MISC,CS,275,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/11865776-CSMISC/,2339,University of Texas,1,Fall,0,2023,32663323,218236616,Gestin del riesgoAsignatura: Seguridad InformticaM.Sc. Jess Farfn Inca Roca1.2.3.4.Fundamentos del Riesgo OrganizacionalOrganizacin para Iniciar un Proyecto para la Gestin del RiesgoValoracin del RiesgoTratamiento del Riesgo1. Fundamen,2023-11-14 22:24:45,18,c18e05d04c2287e651e9b6f25690672e6a1686da,False,False,https://www.coursehero.com/file/218236616/Sesion-04-Seguridad-Inform%C3%A1ticapptx/,Sesion_04 (Seguridad Informtica).pptx,0,,Other,,100000851188180,MasterKookaburaMaster666
459257,33860523,Autonomous Multiagent Systems,378,CS,275,457708,PeterStone,0,PeterStone,457708,2339,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/459257-CS378/,2339,University of Texas,1,Fall,0,2023,33860523,218123934,FAST AND CORRECTSYSTEMS(INCLUDING ROBOTS!)VIJAY CHIDAMBARAMUNIVERSITY OF TEXAS AUSTINVIJAY@CS.UTEXAS.EDU | CS.UTEXAS.EDU/~VIJAY/ABOUT MEVMwareResearchUniversityof Wisconsin-MadisonCollege ofEngineering-GuindyUT Austin2PRIOR ROBOTICS EXPER,2023-11-13 23:55:42,12,4f5919f5f0cf50238bcbc4292aab82e1542ffc07,True,False,https://www.coursehero.com/file/218123934/Fast-and-Correct-Systems-Vijaypdf/,Fast_and_Correct_Systems_Vijay.pdf,0,,Other,,100000876168777,AmbassadorBaboon3726
664864,32936610,Operating Systems,372,CS,275,3623,Staff,0,Staff,3623,2339,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/664864-CS372/,2339,University of Texas,1,Fall,0,2023,32936610,218123643,Project 1: Distributed Key-Value Store1. IntroductionIn this project you will implement an eventually consistent key-value store. Each entry in thekey-value store will be a pair of binary strings. The system will consist of clients and servers.Servers,2023-11-13 23:51:20,4,a1dc21aa40e364a331ce361490c6ae7ed292db02,False,False,https://www.coursehero.com/file/218123643/project1pdf/,project1.pdf,0,,Other,,100000876168777,AmbassadorBaboon3726
1803216,33840892,Algorithmic Analysis and Data Structures,5343,CS,275,94285,,0,,94285,2339,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/1803216-CS5343/,2339,University of Texas,1,Fall,0,2023,33840892,218018349,"REGISTRATION, ADD, DROP &amp; WITHDRAWAL FORMRefer to the Academic Calendar online to determine advisor approval. Please print legibly.Student Name: Last Name_ First Name_ MI_UTD-ID:Semester: Fall_ Spring_ Summer_Registration/Add/Drop/WithdrawalIn the f",2023-11-13 02:47:16,1,d37cfcf1a455ef3990d273d6a6445225d2ac5740,False,False,https://www.coursehero.com/file/218018349/Registration-AddDrop-Form-Fillable-Registration-Form-2023pdf/,Registration-AddDrop-Form-Fillable-Registration-Form_2023.pdf,0,,Other,,100000865916363,DeaconDiscovery12589
1803216,33840892,Algorithmic Analysis and Data Structures,5343,CS,275,94285,,0,,94285,2339,,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/1803216-CS5343/,2339,University of Texas,1,Fall,0,2023,33840892,218018302,"21/08/2023, 20:22Schedule PlannerPotential Schedule for 2023 FallStatusClass#SubjectCourseSectionSeatsOpenWaitlistSeatsFilledWaitlistOpenSchedule &amp;LocationEnrolled 84595CS533300241010MF 11:30am 12:45pm ECSS 2.415Enrolled 84654CS",2023-11-13 02:46:56,1,06023114e58366e75201a59947a466da69700083,False,False,https://www.coursehero.com/file/218018302/Fall-2023-Classes-Schedulepdf/,Fall_2023_Classes_Schedule.pdf,0,,Other,,100000865916363,DeaconDiscovery12589
